Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Enabled LML Repair - North Seattle,Current Quantity LML Repair - North Seattle,New Quantity LML Repair - North Seattle,Stock Alert Enabled LML Repair - North Seattle,Stock Alert Count LML Repair - North Seattle,Price LML Repair - North Seattle,Enabled LML Repair - Seattle,Current Quantity LML Repair - Seattle,New Quantity LML Repair - Seattle,Stock Alert Enabled LML Repair - Seattle,Stock Alert Count LML Repair - Seattle,Price LML Repair - Seattle,Enabled LML Repair - West Seattle,Current Quantity LML Repair - West Seattle,New Quantity LML Repair - West Seattle,Stock Alert Enabled LML Repair - West Seattle,Stock Alert Count LML Repair - West Seattle,Price LML Repair - West Seattle,Modifier Set - Add Ons
GA2SQGF6LLKJ5W52SCR2TE2Q,iPhone 15 Plus Screen | Part,Regular,,"The iPhone 15 Plus Parts includes a range of high-quality replacement components for your device. This features essential parts such as the screen assembly, battery, rear cover, camera modules, and charging port. Each part is designed to restore the functionality and appearance of your iPhone 15 Plus, ensuring a perfect fit and reliable performance. Ideal for DIY repairs, these components allow you to address common issues and keep your device in top condition.",,,,,,,hidden,Physical good,,,,Y,N,N,N,170.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
2IVU5J2UFYSZEQTQR3V6SUVN,iPhone 15 Plus Screen | Repair Kit,Regular,,"<p><br/></p><p><em>The iPhone 15 Plus Screen Repair Kit provides a comprehensive solution for DIY screen replacement. It includes a high-quality replacement screen, specialized precision tools, and detailed instructions for ease of use. Designed to address issues such as cracked screens and touch sensitivity problems, this kit enables users to restore the iPhone 15 Plus to its original functionality and appearance reliably and affordably.</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,170.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
VMEUC7RI3MQDB7HCNT7TR4EL,iPhone 15 Pro Max Screen | Repair Kit,Regular,,"<p><em>iPhone 15 Pro Max screen repair kits offer a DIY solution for fixing cracked screens. They include replacement screens (sometimes just glass), tools, and instructions. While cheaper than replacing the phone, professional installation is recommended for some kits and it&#39;s important to confirm compatibility.</em></p>",Apple > iPhone,Apple > iPhone,,"iPhone 15 Pro Max screen repair kits offer a DIY solution for fixing cracked screens. They include replacement screens (sometimes just glass), tools, and instructions. While cheaper than replacing the phone, professional installation is recommended for some kits and it's important to confirm compatibility.",,,visible,Physical good,,,,Y,N,N,N,170.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
ZRLAAMIFZUAKNXKZV4VUKE5P,iPhone 15 Pro Screen | Part,Regular,,"The iPhone 15 Pro Parts is designed to help you restore and repair your device with ease. This all-inclusive feature high-quality replacement components such as the display assembly, battery, rear cover, camera modules, and charging port. Each part is engineered to match the original specifications of your iPhone 15 Pro, ensuring optimal performance and a seamless fit.",,,,,,,hidden,Physical good,,,,Y,N,N,N,180.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
P2BAOE3F5ESINXP6MZWAEHZ7,iPhone 15 Pro Screen | Repair Kit,Regular,,"<p><em>iPhone 15 Pro screen repair kits are coming soon, offering a DIY or professional repair option for cracked screens. These kits will likely include replacement screens (sometimes just glass), tools, and instructions. While more affordable than Apple repairs, ensure compatibility and consider professional help for complex repairs.</em></p>",Apple > iPhone,Apple > iPhone,,"iPhone 15 Pro screen repair kits are coming soon, offering a DIY or professional repair option for cracked screens. These kits will likely include replacement screens (sometimes just glass), tools, and instructions. While more affordable than Apple repairs, ensure compatibility and consider professional help for complex repairs.",,,visible,Physical good,,,,Y,N,N,N,180.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
DWZYM2HI2EEUQW4JCTG2IPUT,iPhone 15 Screen | Part,Regular,,"Replace a scratched or cracked front glass digitizer screen or a malfunctioning LCD display with this high-quality replacement part for the iPhone 15. This new screen will restore your phone's appearance and touch functionality, ensuring it looks and works like new.",,,,,,,hidden,Physical good,,,,Y,N,N,N,180.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
HUKS5S2U5SBEDXBVFFVAOF3H,iPhone 15 Screen | Repair Kit,Regular,,"<p><em>Cracking your iPhone 15 screen? Repair kits are coming soon! These kits provide replacement screens (glass only for some) and tools to fix it yourself, saving you money on repairs. Wait</em><strong><em> until iPhone 15 launch</em></strong><em> before buying a kit and </em><strong><em>consider professional help</em></strong><em> if you&#39;re not handy.</em></p>",Apple > iPhone,Apple > iPhone,,"Cracking your iPhone 15 screen? Repair kits are coming soon! These kits provide replacement screens (glass only for some) and tools to fix it yourself, saving you money on repairs. Wait until iPhone 15 launch before buying a kit and consider professional help if you're not handy.",,,visible,Physical good,,,,Y,N,N,N,180.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
XKJDODNVBAUOIRWOJGRHN4MX,iPhone 15 pro Max Screen | Part,Regular,,"<p><em>The iPhone 15 Pro Max screen assembly includes a 6.7-inch Super Retina XDR display with ProMotion technology, a resolution of 2796x1290 pixels, and support for HDR10 and Dolby Vision. It features a touch-sensitive digitizer, front glass, and a stainless steel frame. The assembly includes the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,170.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
YRNDBC6LLIXBQFNADCRGZUEI,iPhone 4 Screen | Part  [White],Regular,,"<p><em>The iPhone 4 screen assembly (White) includes a 3.5-inch Retina display with a resolution of 960x640 pixels, a touch-sensitive digitizer, white front glass, and a metal frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
XQK4E6YZHF2SG43RBNKUT4ES,iPhone 4 Screen | Part [Black],Regular,,"<p><em>The iPhone 4 screen assembly (Black) includes a 3.5-inch Retina display with a resolution of 960x640 pixels, a touch-sensitive digitizer, black front glass, and a metal frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
7XMSDKK2V2Z624FXRLO6XGRE,iPhone 4 Screen | Repair Kit [Black],Regular,,"<p><strong><em>Give your iPhone 4 a new lease on life!</em></strong><em> This repair kit includes a black replacement screen (glass only in some cases) and the tools needed to fix a cracked screen yourself. While it&#39;s a cheaper alternative to professional repairs, make</em><strong><em> sure you&#39;re comfortable</em></strong><em> with delicate electronics before attempting a DIY fix.</em></p>",Apple > iPhone,Apple > iPhone,,"Give your iPhone 4 a new lease on life! This repair kit includes a black replacement screen (glass only in some cases) and the tools needed to fix a cracked screen yourself. While it's a cheaper alternative to professional repairs, make sure you're comfortable with delicate electronics before attempting a DIY fix.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
IPUZGFNAMKA6HW4LGJ4OMCAF,iPhone 4 Screen | Repair Kit [White],Regular,,"<p><em>Spruce up your iPhone 4 with a white screen repair kit! This kit includes a replacement white screen (glass only for some) and the tools to get your phone looking pristine again. Remember, DIY repairs can save money, but </em><strong><em>make sure you&#39;re comfortable</em></strong><em> before taking on the challenge.</em></p>",Apple > iPhone,Apple > iPhone,,"Spruce up your iPhone 4 with a white screen repair kit! This kit includes a replacement white screen (glass only for some) and the tools to get your phone looking pristine again. Remember, DIY repairs can save money, but make sure you're comfortable before taking on the challenge.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
YLVLZGMDRXENMTPILAVLLGNZ,iPhone 4s Screen | Part [Black],Regular,,"<p><em>The iPhone 4s screen assembly (Black) includes a 3.5-inch Retina display with a resolution of 960x640 pixels, a touch-sensitive digitizer, black front glass, and a metal frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
VOW3J3HJDN66TLTBDHOPD7DJ,iPhone 4s Screen | Part [White],Regular,,"The iPhone 4s screen assembly (White) includes a 3.5-inch Retina display with a resolution of 960x640 pixels, a touch-sensitive digitizer, white front glass, and a metal frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
V2VSUJMCM5Y6GQ5RX3EOGZEP,iPhone 4s Screen | Repair Kit [Black],Regular,,"The ""iPhone 4s Screen | Repair Kit [Black]"" is a comprehensive solution for repairing your iPhone 4s display. This kit includes a high-quality black replacement screen, pre-installed with essential components for easy installation. Designed for durability and clarity, the screen ensures a seamless viewing experience, restoring your device to like-new condition. The kit also comes with all necessary tools, including screwdrivers, adhesive strips, and a pry tool, making the repair process straightforward even for beginners. Ideal for those looking to fix cracked or unresponsive screens, this repair kit offers a cost-effective and convenient alternative to professional repair services.",Apple > iPhone,Apple > iPhone,,"The ""iPhone 4s Screen | Repair Kit [Black]"" is a comprehensive solution for repairing your iPhone 4s display. This kit includes a high-quality black replacement screen, pre-installed with essential components for easy installation. Designed for durability and clarity, the screen ensures a seamless viewing experience, restoring your device to like-new condition. The kit also comes with all necessary tools, including screwdrivers, adhesive strips, and a pry tool, making the repair process straightforward even for beginners. Ideal for those looking to fix cracked or unresponsive screens, this repair kit offers a cost-effective and convenient alternative to professional repair services.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
COCAVI3OB3N373KA4NJEAXGN,iPhone 4s Screen | Repair Kit [White],Regular,,"The iPhone 4s Screen Repair Kit [White] is an all-in-one solution designed for replacing damaged or broken screens on the iPhone 4s. The kit includes a high-quality white replacement screen, pre-assembled with the digitizer and LCD. It also comes with all the necessary tools for a successful DIY repair, such as screwdrivers, pry tools, and adhesive strips. This repair kit is perfect for restoring your iPhone 4s to its original look and functionality, offering a cost-effective and convenient alternative to professional repair services. Detailed instructions are provided to guide users through the repair process, ensuring ease and accuracy.",Apple > iPhone,Apple > iPhone,,"The iPhone 4s Screen Repair Kit [White] is an all-in-one solution designed for replacing damaged or broken screens on the iPhone 4s. The kit includes a high-quality white replacement screen, pre-assembled with the digitizer and LCD. It also comes with all the necessary tools for a successful DIY repair, such as screwdrivers, pry tools, and adhesive strips. This repair kit is perfect for restoring your iPhone 4s to its original look and functionality, offering a cost-effective and convenient alternative to professional repair services. Detailed instructions are provided to guide users through the repair process, ensuring ease and accuracy.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
P7VH66JOH7H4N6E3HPI7ZKGZ,iPhone 5 Screen | Part [Black],Regular,,"<p><em>The iPhone 5 screen assembly (Black) includes a 4-inch Retina display with a resolution of 1136x640 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
JHSA4MXPMXLE2OWYAWSIEB46,iPhone 5 Screen | Part [White],Regular,,"<p><em>The iPhone 5 screen assembly (White) includes a 4-inch Retina display with a resolution of 1136x640 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
Z6EC5MFMBRKPZGTCY5EDSXLQ,iPhone 5 Screen | Repair Kit [Black],Regular,,"<p><br/></p><p><em>Breathe new life into your iPhone 5! This black screen repair kit lets you replace your cracked screen (sometimes just the glass) yourself. Includes tools and instructions. Save money on repairs, but remember - DIY is for the handy!</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
SR7F4QUEME5ZPLCFB44DIS6S,iPhone 5 Screen | Repair Kit [White],Regular,,"<p><strong><em>iPhone 5 Screen | Repair Kit [White]</em></strong></p><p><br/></p><p><br/></p><p><em>Breathe new life into your scratched iPhone 5! This white screen repair kit includes a replacement screen (entire screen or just the glass, depending on the kit) and the tools you need to fix it yourself. Save money compared to phone shops, but remember, replacing the screen yourself can be tricky.</em>﻿</p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
GQBKKJW4I53F4T53AMIJHRTD,iPhone 5C Screen | Part [Black],Regular,,"<p><em>The iPhone 5C screen assembly (Black) includes a 4-inch Retina display with a resolution of 1136x640 pixels, a touch-sensitive digitizer, black front glass, and a plastic frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
WBQYS4ARE655YTWIXQHZBRJR,iPhone 5C Screen | Repair Kit [Black],Regular,,"<p><br/></p><p>Breathe life back into your iPhone 5C! This repair kit has a black replacement screen (entire display or just the glass, depending on the kit) and the tools to fix your cracked screen yourself. It&#39;s cheaper than Apple repairs, but <strong>consider getting a pro</strong> if you&#39;re not comfy fixing electronics.</p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
BPYAX22IRTSG33PC7ECDG5RZ,iPhone 5S / SE (2016)  Screen | Part,Regular,,"The iPhone 5S / SE (2016) Parts Kit is expertly assembled for users seeking to repair or replace components on their iPhone 5S or iPhone SE (2016). This kit includes a range of high-quality replacement parts such as the screen assembly, battery, back cover, charging port, camera lenses, and more. Each component is designed to match the original specifications, ensuring optimal functionality and appearance.",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
VCOWYGDKEWE3EBSXDKBZPM3Y,iPhone 5S / SE (2016) Screen | Part [Black],Regular,,"<p><em>The iPhone 5S / SE (2016) screen assembly (Black) includes a 4-inch Retina display with a resolution of 1136x640 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
M6Q264RGBIPP34NKCLHBY5DU,iPhone 5S / SE (2016) Screen | Part [White],Regular,,"<p><em>The iPhone 5S / SE (2016) screen assembly (White) includes a 4-inch Retina display with a resolution of 1136x640 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,80.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
IGXGGOID5CB7P3QYKNNN7CUN,iPhone 5S / SE (2016) Screen | Repair Kit [Black],Regular,,"<p><em>Cracked iPhone 5S or SE (2016) screen? Breathe new life into it! This repair kit includes a black replacement screen (entire screen or just the glass, depending on the kit) and the tools you need to fix it yourself. Save money compared to phone replacements, but remember:  </em><strong><em>DIY repair is tricky, so assess your skills before attempting it.</em></strong></p>",Apple > iPhone,Apple > iPhone,,"Cracked iPhone 5S or SE (2016) screen? Breathe new life into it! This repair kit includes a black replacement screen (entire screen or just the glass, depending on the kit) and the tools you need to fix it yourself. Save money compared to phone replacements, but remember:  DIY repair is tricky, so assess your skills before attempting it.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
K44AAUDBZ2ACRUJPFL2GEZBD,iPhone 5S / SE (2016) Screen | Repair Kit [White],Regular,,"<p><em>Breathe new life into your iPhone 5S or SE (2016)! This repair kit includes a white replacement screen (entire screen or just the glass, depending on the kit) and the tools you&#39;ll need to fix a cracked screen yourself. Save money on repairs, but remember - for a smooth fix, </em><strong><em>DIY skills are recommended</em></strong><em>.</em></p>",Apple > iPhone,Apple > iPhone,,"Breathe new life into your iPhone 5S or SE (2016)! This repair kit includes a white replacement screen (entire screen or just the glass, depending on the kit) and the tools you'll need to fix a cracked screen yourself. Save money on repairs, but remember - for a smooth fix, DIY skills are recommended.",,,visible,Physical good,,,,Y,N,N,N,80.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
XCC75FMAI74I73KSMXRRBSHY,iPhone 6 Plus Screen | Part [Black],Regular,,"<p><em>The iPhone 6 Plus screen assembly (Black) includes a 5.5-inch Retina HD display with a resolution of 1920x1080 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, earpiece speaker, and associated ribbon cables.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
PL6ZSOBVOLBHIXSE6FD3NL3P,iPhone 6 Plus Screen | Part [White],Regular,,"<p><em>The iPhone 6 Plus screen assembly (White) includes a 5.5-inch Retina HD display with a resolution of 1920x1080 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, earpiece speaker, and associated ribbon cables.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
HBGI2LOTNN3SMR5H4PBLJW2Q,iPhone 6 Plus Screen | Repair Kit [Black],Regular,,"<p><em>Bring your shattered iPhone 6 Plus back to life! This repair kit includes a black replacement screen (glass only possible) and all the tools you need to fix it yourself. While it&#39;s cheaper than replacing the phone, replacing the screen yourself can be tricky.</em><strong><em>Make sure you&#39;re comfortable</em></strong><em> with repairs before attempting it!</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,100.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
VPYNHYWJ7P7H2GWZBYTSOXYW,iPhone 6 Plus Screen | Repair Kit [White],Regular,,"<p><em>Replacement white screen (possibly just the glass for some models)</em></p><p><em>Tools to complete the repair yourself</em></p><p><em>﻿</em><strong><em>Save money</em></strong><em> on repairs compared to going through Apple. However, </em><strong><em>consider your repair skills</em></strong><em> before attempting a DIY fix.</em></p>",Apple > iPhone,Apple > iPhone,,,,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
MEII6CEAWEUYGIHU6EG6IHSP,iPhone 6 Screen | Part [Black],Regular,,"<p><em>The iPhone 6 screen assembly (Black) includes a 4.7-inch Retina HD display with a resolution of 1334x750 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, earpiece speaker, and associated ribbon cables.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
5G5D6R23OMYMLEOWHHRNVLQD,iPhone 6 Screen | Part [White],Regular,,"<p><em>The iPhone 6 screen assembly (White) includes a 4.7-inch Retina HD display with a resolution of 1334x750 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, earpiece speaker, and associated ribbon cables.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
YUE76GQI4ILEKR6TEBF64QH4,iPhone 6 Screen | Repair Kit [Black],Regular,,"The iPhone 6 Screen Repair Kit [Black] is a comprehensive solution for replacing damaged or malfunctioning screens on iPhone 6 devices. The kit includes a high-quality black replacement screen, precision tools, and step-by-step instructions to ensure a seamless repair process. Designed for both novices and experienced technicians, this repair kit restores the original look and functionality of your iPhone 6, saving you time and money on professional repair services. Whether dealing with cracks, dead pixels, or unresponsive touch, this kit provides everything needed for a successful screen replacement.",Apple > iPhone,Apple > iPhone,,"The iPhone 6 Screen Repair Kit [Black] is a comprehensive solution for replacing damaged or malfunctioning screens on iPhone 6 devices. The kit includes a high-quality black replacement screen, precision tools, and step-by-step instructions to ensure a seamless repair process. Designed for both novices and experienced technicians, this repair kit restores the original look and functionality of your iPhone 6, saving you time and money on professional repair services. Whether dealing with cracks, dead pixels, or unresponsive touch, this kit provides everything needed for a successful screen replacement.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
4UWDUAJUWXHVQYVCKM764QDL,iPhone 6 Screen | Repair Kit [White],Regular,,"<p><em>Breathe new life into your iPhone 6! This repair kit includes a white replacement screen (entire display or just glass, depending on the kit) and the tools you need to fix a cracked screen yourself. While cheaper than Apple repairs, check</em><strong><em> your comfort level</em></strong><em> before attempting a DIY fix.</em></p>",Apple > iPhone,Apple > iPhone,,"Breathe new life into your iPhone 6! This repair kit includes a white replacement screen (entire display or just glass, depending on the kit) and the tools you need to fix a cracked screen yourself. While cheaper than Apple repairs, check your comfort level before attempting a DIY fix.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
QR5FMWNT2YHGZC3L5LZ6CLL6,iPhone 6 plus Screen | Part,Regular,,"This all-in-one kit includes high-quality replacement components for your iPhone 6 plus, such as the screen assembly, battery, back cover, and more. It comes with precision tools and detailed instructions, making it ideal for both beginners and experienced technicians. Perfect for addressing issues like cracked screens and battery degradation, it offers a cost-effective and efficient solution for DIY repairs.",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,,,,,,N
OBYEXGHTG5CDHRQQDRWCDL3A,iPhone 6g Charging port cable,Regular,D855545,,,,,,,,unavailable,Physical good,,,,Y,,,,variable,,N,,N,,N,,,N,0,,,,,N,0,,,,,Y,1,,,,,N
UZFVX5VK6UTKQXPBZ7A5P7QD,iPhone 6s Plus Screen | Part [Black],Regular,,"<p><em>The iPhone 6s Plus screen assembly (Black) includes a 5.5-inch Retina HD display with a resolution of 1920x1080 pixels, a touch-sensitive digitizer, black front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.﻿</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
YCDCAAMWEFUO7VS2ISYWRMEC,iPhone 6s Plus Screen | Part [White],Regular,,"<p><em>The iPhone 6s Plus screen assembly (White) includes a 5.5-inch Retina HD display with a resolution of 1920x1080 pixels, a touch-sensitive digitizer, white front glass, and an aluminum frame. It features the front camera, proximity sensor, ambient light sensor, and earpiece speaker, along with the necessary ribbon cables for connection.</em></p>",,,,,,,hidden,Physical good,,,,Y,N,N,N,90.00,,N,,N,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N
OQ3MVCUU3GVDCLPFFRMFFWN2,iPhone 6s Plus Screen | Repair Kit [Black],Regular,,"The ""iPhone 6s Plus Screen Repair Kit [Black]"" is a comprehensive replacement package designed for those looking to restore their iPhone 6s Plus screen to its original condition. This kit includes a high-quality black LCD and digitizer assembly, ensuring vibrant display and responsive touch functionality. It comes with all necessary tools for a complete installation, including screwdrivers, suction cup, and pry tools, making the repair process straightforward and convenient. Ideal for DIY enthusiasts and those with damaged or cracked screens, this kit offers a cost-effective solution to extend the life of your device.",Apple > iPhone,Apple > iPhone,,"The ""iPhone 6s Plus Screen Repair Kit [Black]"" is a comprehensive replacement package designed for those looking to restore their iPhone 6s Plus screen to its original condition. This kit includes a high-quality black LCD and digitizer assembly, ensuring vibrant display and responsive touch functionality. It comes with all necessary tools for a complete installation, including screwdrivers, suction cup, and pry tools, making the repair process straightforward and convenient. Ideal for DIY enthusiasts and those with damaged or cracked screens, this kit offers a cost-effective solution to extend the life of your device.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
QL7UJVEZ6363WZCDNOYH6YVV,iPhone 6s Plus Screen | Repair Kit [White],Regular,,"The ""iPhone 6s Plus Screen Repair Kit [White]"" is an all-inclusive package designed for easy and effective screen replacement for your iPhone 6s Plus. This kit features a high-quality white screen, perfectly matched to restore your device's original display clarity and touch responsiveness. It includes all necessary tools and step-by-step instructions, making it suitable for both novice and experienced DIYers. Whether you're dealing with cracks, dead pixels, or unresponsive touch, this repair kit offers a cost-effective solution to bring your iPhone 6s Plus back to life with professional-level results.",Apple > iPhone,Apple > iPhone,,"The ""iPhone 6s Plus Screen Repair Kit [White]"" is an all-inclusive package designed for easy and effective screen replacement for your iPhone 6s Plus. This kit features a high-quality white screen, perfectly matched to restore your device's original display clarity and touch responsiveness. It includes all necessary tools and step-by-step instructions, making it suitable for both novice and experienced DIYers. Whether you're dealing with cracks, dead pixels, or unresponsive touch, this repair kit offers a cost-effective solution to bring your iPhone 6s Plus back to life with professional-level results.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
QZHG264CQGOHQROEG2K5QR7P,iPhone 6s Screen | Repair Kit [Black],Regular,,"﻿The iPhone 6s Screen Repair Kit [Black] provides a comprehensive solution for fixing damaged or cracked screens on your iPhone 6s. This kit includes a high-quality black replacement screen, precision tools, and a step-by-step installation guide, ensuring a hassle-free repair process. Designed to restore your device's original display quality and touch sensitivity, the kit offers an affordable alternative to professional repairs, helping you save time and money while extending the life of your phone. Ideal for both DIY enthusiasts and beginners, this repair kit empowers you to fix your iPhone 6s screen with confidence.",Apple > iPhone,Apple > iPhone,,"The iPhone 6s Screen Repair Kit [Black] provides a comprehensive solution for fixing damaged or cracked screens on your iPhone 6s. This kit includes a high-quality black replacement screen, precision tools, and a step-by-step installation guide, ensuring a hassle-free repair process. Designed to restore your device's original display quality and touch sensitivity, the kit offers an affordable alternative to professional repairs, helping you save time and money while extending the life of your phone. Ideal for both DIY enthusiasts and beginners, this repair kit empowers you to fix your iPhone 6s screen with confidence.",,,visible,Physical good,,,,Y,N,N,N,90.00,,N,,N,,N,,,Y,,,,,,Y,,,,,,Y,1,,,,,N
